Main_Atlas_Number,Main_Display_Name,Boundary_Boundary_Comments,Boundary_Boundary_Type,Boundary_Current_Parish_2
3541,"Wester Essenside, Scottish Borders",NA,NA,NA
3542,"Torwoodlee, Scottish Borders",NA,NA,NA
3543,"Wednesbury, West Midlands",NA,NA,NA
3544,"Torwoodlee, Scottish Borders",NA,NA,NA
3545,"Caddonlee, Scottish Borders",NA,NA,NA
3546,"Mitchelhill Rings, Scottish Borders",NA,NA,NA
3547,"Lindean, Scottish Borders",NA,NA,NA
3548,"Sunderland Hill, Scottish Borders",NA,NA,NA
3549,"Cauldshiels Hill, Scottish Borders",NA,NA,NA
3550,"Rough Side, Scottish Borders (Cardon)",NA,NA,NA
3551,"Oliver Castle, Scottish Borders (Nether Oliver Dod)",NA,NA,NA
3552,"Kingledoors, Scottish Borders (Glenkerie Burn)",NA,NA,NA
3553,"Parkgatestone Hill, Scottish Borders (Kilbucho House; Kilbucho Mains)",NA,NA,NA
3554,"Skirling Craigs, Scottish Borders",NA,NA,NA
3555,"Kirklawhill, Scottish Borders",NA,NA,NA
3556,"Hartree Hotel, Scottish Borders",NA,NA,NA
3557,"Chester Rig, Cardon, Scottish Borders (The Rings)",NA,NA,NA
3558,"Brill, Buckinghamshire (Earthworks, All Saints Church)",NA,NA,NA
3559,"Maids Moreton, Buckinghamshire","The parish boundary between Maids Moreton and Foscott follows the line of the enclosure in the N. Maids Morton and Thornborough parish boundary lies 200m to the E, and Maids Moreton and Buckingham 130m to the S, following the line of the Great Ouse River",Parish/Townland,"Foscott, Thornborough, Bedford"
3560,"Knowe Kniffling, Scottish Borders",NA,NA,NA
3561,"White Hill, Scottish Borders",NA,NA,NA
3562,"Candyburn Castle, Scottish Borders",NA,NA,NA
3563,"Muirburn, Scottish Borders (Muirburn Castle)",NA,NA,NA
3564,"Stanhope, Scottish Borders (Wester Stanhope)",NA,NA,NA
3565,"Worm Hill, Scottish Borders (Patervan)",NA,NA,NA
3566,"Glan Frogan, Powys",NA,NA,NA
3567,"Whiteside Rig, Scottish Borders (Manyleith Rig)",NA,NA,NA
3568,"Nether Oliver Craigs, Scottish Borders",NA,NA,NA
3569,"Lour, Scottish Borders",NA,NA,NA
3570,"Hammer Knowe, Scottish Borders",NA,NA,NA
3571,"Kerr's Knowe, Scottish Borders",NA,NA,NA
3572,"Easton Burn, Scottish Borders",NA,NA,NA
3573,"Easter Dawyck, Scottish Borders",NA,NA,NA
3574,"Greenfield Copse, Oxfordshire",NA,NA,NA
3575,"Wester Dawyck, Scottish Borders",NA,NA,NA
3576,"Langlaw Hill, Scottish Borders",NA,NA,NA
3577,"Dreva Craig, Scottish Borders",NA,NA,NA
3578,"Helm End, Scottish Borders",NA,NA,NA
3579,"Abbotsbury Castle, Dorset",NA,Parish/Townland,Puncknowle
3580,"Badbury Rings, Dorset (Badbury Camp)",NA,Parish/Townland,Pamphill
3581,"Banbury Hill Camp, Dorset (Banbury Hillfort)",NA,Parish/Townland,Sturminster Newton
3582,"Bindon Hill, Dorset",NA,Parish/Townland,East Lulworth
3583,"Bulbury Camp, Dorset (Belbury)",NA,Parish/Townland,Morden
3584,"Danbury Camp, Essex",NA,NA,NA
3585,"Buzbury Rings, Dorset",NA,Parish/Townland,Tarrant Rawston; Langton Long Blanford
3586,"The Castle, Cattistock, Dorset (Cattistock Castle; Castle Hill)",NA,NA,NA
3587,"Chalbury, Dorset",NA,Parish/Townland,Weymouth
3588,"Chilcombe Hill, Dorset",NA,Parish/Townland,Askerswell; Litton Cheney; Shipton Gorge
3589,"Coney's Castle, Dorset",NA,NA,NA
3590,"Dudsbury Camp, Dorset",NA,Parish/Townland,Bournemouth
3591,"Dungeon Hill, Dorset (Dungeon Camp; Dunset Camp)",NA,Parish/Townland,Glanvilles Wootton
3592,"Eggardon, Dorset (Eggardun)",NA,Parish/Townland,Powerstock
3593,"Flower's Barrow, Dorset",NA,Parish/Townland,Tyneham
3594,"Hengistbury Head, Dorset",NA,NA,NA
3595,"Hod Hill, Dorset",NA,Parish/Townland,Stourpaine
3596,"Lambert's Castle, Dorset",NA,Parish/Townland,Marshwood
3597,"Lewesdon, Dorset",NA,Parish/Townland,Burstock; Stoke Abbott
3598,"Maiden Castle, Winterborne St Martin, Dorset (Maiden Castle, Dorchester)",NA,Parish/Townland,Winterborne Monkton
3599,"Mistleberry, Dorset",NA,County,NA
3600,"Nettlecombe Tout, Dorset",NA,Parish/Townland,Alton Pancras
3602,"Penbury Knoll, Dorset",NA,Parish/Townland,Cranborne
3603,"Pilsdon Pen, Dorset",NA,Parish/Townland,Burstock
3604,"Poundbury, Dorset",NA,Parish/Townland,Bradford Peverell
3605,"Rowlsbury Camp, Dorset (Rawlsbury Rings; Rawlsbury)",Hedgeline follows parish boundary with Stoke Wake in N half and Hilton in greater S.,Parish/Townland,Stoke Wake
3606,"Shipton Hill, Dorset",NA,Parish/Townland,Loders
3607,"Spettisbury Rings, Dorset (Spetisbury Rings; Crawford Castle)",NA,NA,NA
3608,"Sturminster Newton Castle, Dorset",NA,NA,NA
3609,"Weatherby Castle, Dorset",NA,Parish/Townland,Tolpuddle
3610,"Woodbury Hill Camp, Dorset",NA,NA,NA
3611,"Woolsbarrow, Dorset",NA,Parish/Townland,Morden
3612,"Pitchbury Ramparts, Essex (Pitchbury Rings)","The parish boundary between Great Horkesley and West Bergholt lies 60m to the W, following the line of a brook",Parish/Townland,West Bergholt
3613,"Caesar's Camp, Dorset (Bussey Stool Camp; Bussey Stool Park)",NA,Parish/Townland,Farnham
3614,"Old Warren, Dorset (Danes' Camp)",NA,Parish/Townland,Kingston Russell
3615,"Colebarrow, Dorset (Holt Heath and Forest)",NA,NA,NA
3617,"Langdon Hills, Essex",The boundary between Essex County and Thurrock runs to the N and E,Parish/Townland,Thurrock
3618,"Quarter Wood Side, Scottish Borders",NA,NA,NA
3619,"Rachan Hill, Scottish Borders",NA,NA,NA
3620,"Henry's Brae, Scottish Borders (Vane Law)",NA,NA,NA
3621,"Tinnis Castle, Scottish Borders (Thanes)",NA,NA,NA
3622,"Bordlands Rings, Scottish Borders",NA,NA,NA
3623,"Whiteside Hill, Scottish Borders",NA,NA,NA
3624,"Blyth Bank Hill, Scottish Borders",NA,NA,NA
3625,"Henderland Hill, Scottish Borders",NA,NA,NA
3626,"Blyth Hill, Scottish Borders",NA,NA,NA
3627,"Hog Hill, Scottish Borders (Wester Happrew)",NA,NA,NA
3628,"Hamildean Hill, Scottish Borders",NA,NA,NA
3629,"Tor Hill, Torbank, Scottish Borders",NA,NA,NA
3630,"Wester Happrew, Scottish Borders",NA,NA,NA
3631,"Harehope Rings, Scottish Borders (Harehope Hill)",NA,NA,NA
3632,"Ladyurd Rings, Scottish Borders",NA,NA,NA
3633,"Callands, Scottish Borders",NA,NA,NA
3634,"Drochil Hill, Scottish Borders",NA,NA,NA
3635,"Lyne Burn, Scottish Borders (Harehope)",NA,NA,NA
3636,"Castlecraig, Scottish Borders (Castle Hill)",NA,NA,NA
3637,"Gallowberry Wood, Scottish Borders (Bryland)",NA,NA,NA
3638,"Lochurd, Scottish Borders",NA,NA,NA
3639,"Kings Meadows, Scottish Borders (King's Meadows)",NA,NA,NA
3640,"Camp Law Plantation, Scottish Borders (Whitehaugh)",NA,Parish/Townland,Traquair
3641,"Kailzie, Tor Hill, Scottish Borders",NA,NA,NA
3642,"Charge Law Plantation, Scottish Borders",NA,NA,NA
3643,"Waddenshope, Scottish Borders (Upper Newby)",NA,NA,NA
3644,"Lady Blair Plantation, Scottish Borders (Haystoun)",NA,NA,NA
3645,"Horsburgh Castle, Scottish Borders",NA,NA,NA
3646,"Whitelaw Rig, Scottish Borders (Castlehill; Manor Water)",NA,NA,NA
3647,"Syke Hill, Scottish Borders",NA,Parish/Townland,Manor
3648,"Hunt Hill, Scottish Borders",NA,NA,NA
3649,"Edston, Scottish Borders",NA,NA,NA
3650,"Woodhouse Hill, Scottish Borders",NA,NA,NA
3651,"Quaw Plantation, Scottish Borders (Cademuir Farm)",NA,NA,NA
3652,"The Whaum, Scottish Borders (Bellanrig)",NA,NA,NA
3653,"Cademuir Hill, Scottish Borders (Cademuir Hill 2)",NA,NA,NA
3654,"Cademuir Hill, Scottish Borders (Cademuir Hill 1)",NA,NA,NA
3655,"Chester Hill, Hundleshope, Scottish Borders",NA,NA,NA
3656,"Manor Sware, Scottish Borders",NA,NA,NA
3657,"Chester Rig, Glen, Scottish Borders",NA,NA,NA
3658,"Wood Hill, Scottish Borders (Macbeth's Castle)",NA,NA,NA
3659,"Ring Knowe, Scottish Borders",NA,NA,NA
3660,"Hallmanor, Scottish Borders (Glenrath)",NA,NA,NA
3661,"Northshield Rings, Scottish Borders",NA,NA,NA
3662,"Wormiston Rings, Scottish Borders",NA,NA,NA
3663,"Milkieston Rings, Scottish Borders (Milkieston Hill)",NA,NA,NA
3664,"Milkieston, Scottish Borders",NA,NA,NA
3665,"Wormiston, Scottish Borders",NA,NA,NA
3666,"Ven Law, Scottish Borders",NA,NA,NA
3667,"Kittlegairy Burn, Scottish Borders (Glenbield; Soonhope Burn; Glentress Forest)",NA,NA,NA
3668,"Janet's Brae, Scottish Borders (Peebles Hydropathic)",NA,NA,NA
3669,"Cardie Hill, Scottish Borders",NA,NA,NA
3670,"Castle Hill, Horsburgh Castle Farm, Scottish Borders (Horsbrugh)",NA,NA,NA
3671,"Smithfield, Scottish Borders",NA,NA,NA
3672,"Janet's Brae, Scottish Borders (Peebles Hydropathic)",NA,NA,NA
3673,"Black Meldon, Scottish Borders",NA,NA,NA
3674,"White Meldon, Scottish Borders",NA,NA,NA
3675,"Meldon Burn, Scottish Borders (White Meldon)",NA,NA,NA
3676,"Upper Kidston, Scottish Borders",NA,NA,NA
3677,"West Bold, Scottish Borders (Bold Rig)",NA,NA,NA
3678,"Cardrona, Scottish Borders (Castle Knowe; Cardrona House Policies)",NA,NA,NA
3679,"Pirn Wood, Scottish Borders (Pirnwood)",NA,NA,NA
3680,"Caerlee, Scottish Borders (Caerlee Hill)",NA,NA,NA
3681,"Traquair, Chester Hill, Scottish Borders",NA,NA,NA
3682,"Grieston Hill, Scottish Borders",NA,NA,NA
3683,"Long Crendon, Buckinghamshire",NA,NA,NA
3684,"Glenwhappen Rig, Scottish Borders (Glenbreck)",NA,NA,NA
3685,"The Castle, Leigh, Dorset (Leigh Castle; Castle Hill, Leigh)",NA,Parish/Townland,Hermitage
3686,"Dronley Burn, Angus",NA,NA,NA
3687,"Dechmont Law, West Lothian",NA,NA,NA
3688,"Craigton Hill, West Lothian (Craigton Fort; Craigton Quarry)",NA,NA,NA
3689,"Abercorn, West Lothian",NA,NA,NA
3690,"Peace Knowe, West Lothian",NA,NA,NA
3691,"Wallbury Camp, Essex (Dells)",The county boundary between Essex and Hertfordshire lies 30m to the W,County,NA
3692,"Ring Hill Camp, Essex (Starbury; Warren Ring)",NA,NA,NA
3693,"Stacks, Falkirk",NA,NA,NA
3694,"Prittlewell Camp, Southend-on-Sea (Greve Field; Grove Field; Pritwell; Fossets Mounds, Smithers Farm; The Look Out)",NA,NA,NA
3695,"Braidwood, Midlothian (Camp Hill; Camphill Fort; Braidwood Bridge)",NA,NA,NA
3696,"Clubbiedean, City of Edinburgh (Clubbiedean Reservoir)",NA,NA,NA
3697,"Currievale, City of Edinburgh (Cocklaw)",NA,NA,NA
3698,"Dalmahoy Hill, City of Edinburgh",NA,NA,NA
3699,"Kaimes Hill, City of Edinburgh",NA,NA,NA
3700,"Craigie Hill, City of Edinburgh",NA,NA,NA
3701,"Gogar, City of Edinburgh",NA,NA,NA
3702,"Hillwood, City of Edinburgh",NA,NA,NA
3703,"Mavisbank House, Midlothian (Bilston Burn; River North Esk; Mavisbank House Policies; New Saughton Hal)",NA,NA,NA
3704,"Pentland Grove, Midlothian (Seafield Moor)",NA,NA,NA
3705,"Torgeith Knowe, City of Edinburgh",NA,NA,NA
3706,"Hillend, Midlothian (Caerketton Hill)",NA,NA,NA
3707,"Woodhouselee Hill, Midlothian",NA,NA,NA
3708,"Maiden Castle, Midlothian",NA,NA,NA
3709,"Roslin, Midlothian (Penicuik Road)",NA,NA,NA
3710,"Castle Law, Glencorse, Midlothian (Castlelaw)",NA,NA,NA
3711,"Turnhouse Hill, Midlothian (Lawhead)",NA,NA,NA
3712,"Castle Knowe, Midlothian",NA,NA,NA
3713,"Edinburgh Castle, City of Edinburgh (Castle Rock; Mills Mount)",NA,NA,NA
3714,"Blackford Hill, City of Edinburgh (Edinburgh, Blackford Hill)",NA,NA,NA
3715,"North Poorton, Dorset (Burcombe Farm)",NA,Parish/Townland,Mapperton
3716,"Dunsapie, City of Edinburgh (Edinburgh, Holyrood Park, Dunsapie; The King's Park; Queen's Park; Dunsapie Crag; Dunsapie Loch)",NA,NA,NA
3717,"Salisbury Crags, Edinburgh, City of Edinburgh (Edinburgh, Holyrood Park, Salisbury Crags; Queen's Park)",NA,NA,NA
3718,"Kelsey Head, Cornwall",NA,NA,NA
3719,"Arthur's Seat, City of Edinburgh (Edinburgh, Holyrood Park, Arthur's Seat; Queen's Park; Crow Hill)",NA,NA,NA
3720,"Samson's Ribs, Arthur's Seat, City of Edinburgh (Edinburgh, Holyrood Park, Arthur's Seat, Samson's Ribs; Queen's Park)",NA,NA,NA
3721,"Wester Craiglockhart Hill, City of Edinburgh",NA,NA,NA
3722,"Cakemuir Burn, Scottish Borders",NA,NA,NA
3723,"Unst, Blue Mull, Shetland Islands",NA,NA,NA
3724,"Corsehope Rings, Mid Hill, Scottish Borders",NA,NA,NA
3725,"Queen Mary's Mount, East Lothian",NA,NA,NA
3726,"Fordel Mains, Midlothian",NA,NA,NA
3727,"East Hill, Hastings, East Sussex",NA,NA,NA
3728,"Ditchling Beacon, East Sussex",NA,Parish/Townland,Westmeston
3729,"Ranscombe Camp, East Sussex",NA,Parish/Townland,Glynde
3730,"Mount Caburn Camp, East Sussex (The Caburn)",NA,Parish/Townland,South Malling
3731,"Seaford Head Camp, East Sussex (Seaford Camp; Burdyck Hill, Seaford Head)",NA,NA,NA
3732,"Castle Hill, Newhaven, East Sussex (Miching Camp)",NA,NA,NA
3733,"High Rocks, Kent",The county boundary between E Sussex and Kent runs NW-SE through the hillfort,County,Frant
3734,"Garden Hill, Hartfield, East Sussex",NA,NA,NA
3736,"Saxonbury Hill Camp, East Sussex",NA,NA,NA
3739,"Torberry, West Sussex",NA,NA,NA
3740,"Green Hill, West Sussex",NA,NA,NA
3741,"Devils Dyke, Poynings, West Sussex (Devil's Dike Camp; Poor Man's Walls)",NA,Parish/Townland,Fulking; Newtimber
3742,"Philpots Camp, West Sussex",NA,NA,NA
3743,"Thundersbarrow Hill, West Sussex",NA,Parish/Townland,Shoreham by Sea
3744,"Piper's Copse Camp, West Sussex",NA,NA,NA
3745,"The Trundle, West Sussex",NA,Parish/Townland,Lavant
3746,"Hammer Wood, West Sussex (Hammer Wood Camp)",NA,NA,NA
3747,"Goosehill Camp, West Sussex",NA,Parish/Townland,Marden Forest
3748,"Chanctonbury Ring, West Sussex",NA,Parish/Townland,Steyning
3749,"Cissbury Ring, West Sussex (Cissbury Camp)",NA,Parish/Townland,Worthing
3750,"Belle Tout, East Sussex",NA,Parish/Townland,Eastbourne
3751,"Hollingbury Castle, East Sussex (Hollingbury Camp; Hollingbury)",NA,NA,NA
3752,"Lawfield, Midlothian (Lawfield, Limekiln Wood)",SE quadrant falls in Cranston,Parish/Townland,Cranston
3753,"Lawfield, Midlothian (Lawfield Wood; Lawfield Cottages)",NA,NA,NA
3754,"Elginhaugh Bridge, Midlothian",NA,NA,NA
3755,"Newbattle, Campwood, Midlothian (Camp Wood Hill)",NA,NA,NA
3756,"Play Hill, Crichton, Midlothian (Crichton Village)",NA,NA,NA
3757,"Borthwick Mains, Midlothian (Loquhariot)",NA,NA,NA
3758,"Woolmet, Midlothian (Cauldcoats)",NA,NA,NA
3759,"Torquhan, Scottish Borders",NA,NA,NA
3760,"Craigend, Scottish Borders",NA,NA,NA
3761,"Watherston Hill, Scottish Borders",NA,NA,NA
3762,"Nether Brotherstone, Scottish Borders (Brotherstone Hill)",NA,NA,NA
3763,"Heriot Station, Scottish Borders (Hangingshaw Hill)",NA,NA,NA
3764,"Halltree Rings, Scottish Borders (Chapel Hill)",NA,NA,NA
3765,"Hodge Cairn, Scottish Borders (Brockhouse; Hodge Cairn, Shank Wood, Brockhouse Burn)",NA,NA,NA
3766,"Stagebank, Scottish Borders",NA,NA,NA
3767,"Longfaugh, Midlothian",NA,NA,NA
3768,"Cakemuir Burn, Midlothian (Saughland)",NA,NA,NA
3769,"Elphinstone, East Lothian",NA,NA,NA
3770,"West Mains, East Lothian (Falside)",NA,NA,NA
3771,"Bigbury Camp, Kent (Bigberry Camp)",The parish boundary between Harbledown & Rough Common and Chartham lies to the SW. The parish boundary between Harbledown & Rough Common and Thanington Without lies to the SE,Parish/Townland,Chartham; Thanington Without
3772,"Squerryes Park Camp, Kent",NA,NA,NA
3773,"Castle Hill, Fort I, Kent (Castle Hill Camp; Capel Castle Hill)",NA,NA,NA
3774,"Oldbury Camp, Kent",The parish boundary between Ightham and Seal lies in the valley 300m to the W,Parish/Townland,Seal
3775,"Dover Castle, Kent",NA,NA,NA
3776,"East Mains, East Lothian",NA,NA,NA
3777,"Preston Toll, East Lothian",NA,NA,NA
3778,"Wester Pencaitland, East Lothian",NA,NA,NA
3779,"The Murrays, East Lothian",NA,NA,NA
3780,"Stobshiel, East Lothian",NA,NA,NA
3781,"Leaston, East Lothian",NA,NA,NA
3782,"Milton Mill, East Lothian",NA,NA,NA
3783,"Dodridge Law, East Lothian",NA,NA,NA
3784,"Costerton, East Lothian",NA,NA,NA
3785,"Haugh Wood, East Lothian",NA,NA,NA
3786,"Mungoswells, East Lothian",NA,NA,NA
3787,"Redhouse Dean, East Lothian (Spittal)",NA,NA,NA
3788,"Seton Mains, East Lothian",NA,NA,NA
3789,"Winklebury Camp, Hampshire (Winklebury)",NA,Parish/Townland,Wootton St. Lawrence
3790,"Bullsdown Camp, Hampshire (Bulls Down Camp)",NA,Parish/Townland,Sherfield on Loddon
3791,"Beacon Hill, Burghclere, Hampshire",NA,Parish/Townland,Highclere
3792,"Bowry Walls, Kingsclere, Hampshire (The Bowry Walls)",NA,NA,NA
3793,"Ladle Hill, Hampshire",NA,Parish/Townland,Burghclere
3794,"The Frith, Hampshire",NA,NA,NA
3795,"Butser Hill, Hampshire",NA,Parish/Townland,Langrish
3796,"Dicketts Plantation, Hampshire (Holybourne Down)",NA,Parish/Townland,South Warnborough
3797,"St John's Hill, Worldham, Hampshire (King John's Hill)",NA,NA,NA
3798,"Hamble Common, Hampshire",NA,NA,NA
3799,"Hickley Wood, Hampshire",NA,NA,NA
3800,"Cockshot Camp, County Durham (Howbury)",The parish boundary between Wyclifffe with Thorpe and Winston runs along the Tees Valley to the N. The parish boundary between Wyclifffe with Thorpe and Ovington lies 200m to the E,Parish/Townland,Winston; Ovington
3801,"Tourner Bury, Hampshire (Tunorbury; Tournorbury)",NA,NA,NA
3802,"Castle Hill, Burley, Hampshire (Castle Camp, Castle-Top)",NA,NA,NA
3803,"Damerham Knoll Camp, Hampshire (Damerham Camp; Knoll Camp; Rockbourne Camp; Rockbourne Knoll Camp)",NA,Parish/Townland,Rockbourne
3804,"Ashurst Lodge, Hampshire",NA,NA,NA
3805,"Castle Piece, Roe Wood, Hampshire (Roe Wood Inclosure)",NA,NA,NA
3806,"Frankenbury, Hampshire (Frankenbury Hillfort; Godmanes Cap)",NA,NA,NA
3807,"Gorley Hill, Hampshire",NA,NA,NA
3808,"Ampress Camp, Hampshire (Ampress Hole)",NA,Parish/Townland,Boldre
3809,"Buckland Rings, Hampshire",NA,Parish/Townland,Boldre
3810,"Malwood Castle, Hampshire",NA,NA,NA
3811,"Tatchbury Mount, Hampshire (Tatchbury; Tatchbury Hillfort)",NA,Parish/Townland,Copythorne
3812,"Whitsbury Castle Ditches, Hampshire (Whitsbury Camp; Castle Ditches)",NA,Parish/Townland,Rockbourne; Breamore
3813,"Ashley Wood Camp, Hampshire",NA,NA,NA
3814,"Tidbury Ring, Hampshire",NA,Parish/Townland,Longparish
3815,"Chilworth Ring, Hampshire",NA,Parish/Townland,Southampton
3816,"Holbury, Hampshire",NA,Parish/Townland,East Dean
3817,"Woolbury Ring, Hampshire (Woolbury Ring Camp)",NA,Parish/Townland,Leckford; Stockridge.
3819,"Riggonhead, East Lothian",NA,NA,NA
3820,"Kilspindie Golf Course, East Lothian (Roond Point)",NA,NA,NA
3821,"North Foreland Lighthouse, Kent",NA,NA,NA
3822,"Capital House, Margate, Kent",NA,NA,NA
3823,"Homestall Wood, Kent",NA,NA,NA
3824,"Black Castle, Newlands, East Lothian (Black Castle Woods)",NA,NA,NA
3825,"Lockerly Camp, Hampshire (Lockerley Camp)",NA,NA,NA
3826,"Oid Pound Camp, Hampshire (Old Pound; The Old Pound; Old Pound Copse)",NA,NA,NA
3827,"Ashleys Copse, Hampshire",NA,County,Nether Wallop
3828,"Danebury Hill Camp, Hampshire (Danebury; Dunbury)",NA,Parish/Townland,Longstock
3829,"Toothill Camp, Hampshire (Toot Hill Camp; Telegraph Wood)",NA,NA,NA
3830,"The Walls, Nursling Rownhams, Hampshire (The Wall)",NA,NA,NA
3831,"Quarley Hill Camp, Hampshire",NA,Parish/Townland,Grately
3833,"Balksbury Camp, Hampshire (Bagsbury, Rooksbury, Bakereresbury)",NA,Parish/Townland,Upper Clatford
3834,"Dunwood Camp, Hampshire (Dunwood)",NA,NA,NA
3835,"Bevisbury, Hampshire (Berisbury)",NA,Parish/Townland,Chute
3836,"Bury Hill, Upper Clatford, Hampshire",NA,Parish/Townland,Abbotts Ann
3837,"Old Winchester Hill, Hampshire (Old Winchester Camp)",NA,Parish/Townland,Exton
3838,"Merdon Castle, Hampshire",NA,NA,NA
3840,"Norsebury Ring, Hampshire (Norsebury Ring Camp)",NA,Parish/Townland,Wonston
3841,"Oliver's Battery, Hampshire (Oliver's Battery Camp)",NA,Parish/Townland,Old Alresford
3842,"Venta Belgarum, Hampshire (Orams Arbour; Winchester Roman Town)",NA,NA,NA
3843,"St Catherine's Hill, Winchester, Hampshire",NA,Parish/Townland,Twyford
3845,"Lower Exbury Farm, Hampshire (Exbury)",NA,Parish/Townland,Beaulieu
3847,"Green Castle, East Lothian (Newlands Burn)",NA,NA,NA
3848,"Garvald Mains, East Lothian (Papana Water)",NA,NA,NA
3849,"Park Burn, East Lothian (Dod Law; Newlands)",NA,NA,NA
3850,"Carfrae, East Lothian (Kemple Bank)",NA,NA,NA
3851,"Snawdon, East Lothian",NA,NA,NA
3852,"Sheriffside, East Lothian",NA,NA,NA
3853,"Pitstone Hill, Buckinghamshire (The Citadel)",NA,NA,NA
3854,"Carfrae, East Lothian",NA,NA,NA
3855,"Sheriffside, East Lothian",NA,NA,NA
3856,"Yester, East Lothian (Yester Castle)",NA,NA,NA
3857,"Castle Hill, Fort Ii, Kent (Castle Hill Camp)",NA,NA,NA
3858,"Snawdon, East Lothian",NA,NA,NA
3859,"Bara, East Lothian",NA,NA,NA
3860,"The Chesters, East Lothian",NA,NA,NA
3861,"Pens Roundall, East Lothian",NA,NA,NA
3862,"The Hopes, East Lothian",NA,NA,NA
3863,"Kingside Rig, East Lothian",Clipped on the NW by the boundary with Yester,Parish/Townland,Yester
3864,"Kidlaw, East Lothian (Castle Hill)",NA,NA,NA
3865,"The Castles, East Lothian (Longyester Quarry; Dumbadam Burn)",NA,NA,NA
3866,"Witches Knowe, East Lothian",NA,NA,NA
3867,"Hare Law, East Lothian (Harelaw)",NA,NA,NA
3868,"Highside Hill, East Lothian",NA,NA,NA
3869,"White Knowe, East Lothian",NA,Parish/Townland,Garvald and Bara
3870,"East Linton, East Lothian",NA,NA,NA
3871,"Stony Ruck, North Yorkshire (Stoney Ruck)",NA,NA,NA
3872,"Drem, The Chesters, East Lothian",NA,NA,NA
3873,"Skid Hill, East Lothian",NA,NA,NA
3874,"Kae Heughs, Barney Mains, East Lothian (Garleton Hills; Kaeheughs)",NA,NA,NA
3875,"Hanging Craig, East Lothian (Seaton Law)",NA,NA,NA
3876,"Whitelaw Hill, East Lothian",NA,NA,NA
3877,"Whitelaw, East Lothian (Mainshill)",NA,NA,NA
3878,"Boughton Quarry Camp, Kent (Quarry Wood Camp)",NA,NA,NA
3879,"West Mains, East Lothian",NA,NA,NA
3880,"Chesters, East Lothian (Chesters Farm)",NA,NA,NA
3881,"Barnard Castle, Marwood, County Durham",The parish boundary between Marwood and Cotherstone lies to the SW,NA,Cotherstone
3882,"Bara, East Lothian",NA,NA,NA
3883,"Nether Hailes, East Lothian",NA,NA,NA
3884,"Begbie, East Lothian",NA,NA,NA
3885,"Brier Dykes, County Durham (Briar Dykes)",NA,NA,NA
3886,"Bolton, East Lothian",NA,NA,NA
3887,"Woolwich Power Station, Greater London Authority",NA,NA,NA
3888,"St. Andrew's Church, Bishop Aukland, County Durham",NA,NA,NA
3890,"Caesar's Camp, Wimbledon Common, Greater London Authority (Bensbury; Warren Bulwarks; The Rounds)",NA,NA,NA
3891,"West Wickham Common, Greater London Authority",A parish boundary is shown in the NE on historic OS mapping,Parish/Townland,NA
3892,"Horsenden Hill, Greater London Authority (Horsadun)",NA,NA,NA
3893,"Earthworks At Old Park, Greater London Authority",Boundary between the borough constituencies of Edmonton and Enfield runs to the S. Shown as a parish boundary on historic OS mapping,Other,NA
3894,"Uphall Camp, Greater London Authority",NA,NA,NA
3895,"Holwood Camp, Greater London Authority (Caesar's Camp; Holwood House Hillfort)",Boundary between the borough constituencies of Beckenham and Orpington runs to the SE. Shown as a parish boundary on historic OS mapping,Other,NA
3896,"North Berwick Law, East Lothian",NA,NA,NA
3897,"Whalebone Lane North, Greater London Authority",Boundary between the borough constituencies of Dagenham and Rainham and Romford runs to the E. Shown as a parish boundary on historic OS mapping,Other,NA
3898,"Brownrigg, East Lothian",NA,Parish/Townland,North Berwick
3899,"Craig's Quarry, East Lothian",NA,NA,NA
3900,"Kilmurdie, East Lothian",NA,NA,NA
3901,"East Fenton, East Lothian",NA,NA,NA
3902,"White Castle, East Lothian",NA,NA,NA
3903,"Friar's Nose, East Lothian (Kilmade Burn)",NA,NA,NA
3904,"St Agnes, Scottish Borders (Whiteadder Water)",NA,NA,NA
3905,"Pleasants, East Lothian",NA,NA,NA
3906,"Chesterhall, East Lothian",NA,NA,NA
3907,"Doon Hill, East Lothian",NA,NA,NA
3908,"Easter Broomhouse, East Lothian",NA,NA,NA
3909,"Bowerhouse, East Lothian",NA,NA,NA
3910,"Doon Hill, East Lothian",NA,NA,NA
3911,"Dunbar, Castle Park, East Lothian (Bayswell Road, Swimming Pool Development)",NA,NA,NA
3912,"Belton House, East Lothian",NA,NA,NA
3913,"The Chesters, Spott, East Lothian",NA,NA,NA
3914,"Spott Dod, East Lothian",NA,NA,NA
3915,"Pinkerton, East Lothian",NA,NA,NA
3916,"Spott Mill, East Lothian",NA,NA,NA
3917,"Bell Craig, East Lothian (Bell Craig, Spott)",NA,NA,NA
3918,"Whittingehame Castle, East Lothian (Whittingehame Tower)",NA,NA,NA
3919,"Shooters Hill, Greater London Authority",NA,NA,NA
3920,"Birks Plantation, East Lothian",NA,NA,NA
3921,"Auldhame, East Lothian (Seacliff Harbour; Seacliffe)",NA,NA,NA
3922,"Hobbs Hill, Buckinghamshire",NA,NA,NA
3923,"Pinkerton Hill, East Lothian (Meikle Pinkerton)",NA,NA,NA
3924,"Thorntonloch, East Lothian (Thornton Burn)",NA,NA,NA
3925,"Glen Cottage, East Lothian (Dryburn)",NA,NA,NA
3926,"Glen Cottage, East Lothian (Dryburn)",NA,NA,NA
3927,"Blackcastle Hill, East Lothian",NA,NA,NA
